S.NO,REGULATION,Year,SEMESTER,ODD EVEN,DEPARTMENT,Course Code,Course Title,L,T,P,C,"As per Regulation
L/T/P",Category,Venue,Faculty
630,2023,2,4,EVEN,Computer Science and Engineering (Cyber Security),MA23435,"Probability, Statistics and Simulation ",3,0,2,4,4,LOT,,Computer Science and Engineering (Cyber Security)
631,2023,2,4,EVEN,Computer Science and Engineering (Cyber Security),CS23431,Operating Systems,3,0,4,5,7,LOT,Computer Lab,Computer Science and Engineering (Cyber Security)
632,2023,2,4,EVEN,Computer Science and Engineering (Cyber Security),CR23431,Network Security,3,0,2,4,5,LOT,Computer Lab,Computer Science and Engineering (Cyber Security)
633,2023,2,4,EVEN,Computer Science and Engineering (Cyber Security),CS23331,Design and Analysis of Algorithms,3,0,2,4,5,LOT,Computer Lab,Computer Science and Engineering (Cyber Security)
634,2023,2,4,EVEN,Computer Science and Engineering (Cyber Security),CR23432,Design Thinking for Innovation in Computer Science,1,0,2,2,3,LOT,Project Hour,Computer Science and Engineering (Cyber Security)
635,2023,2,4,EVEN,Computer Science and Engineering (Cyber Security),GE23421,Soft Skills – I,0,0,2,1,2,Laboratory,SoftSkill,Placement
637,2023,3,5,ODD,Computer Science and Engineering (Cyber Security),CRPE1,Professional Elective – I,3,0,0,3,3,Professional Elective,,Computer Science and Engineering (Cyber Security)
638,2023,3,5,ODD,Computer Science and Engineering (Cyber Security),CS23531,Web Programming,1,0,6,4,7,LOT,Computer Lab,Computer Science and Engineering (Cyber Security)
639,2023,3,5,ODD,Computer Science and Engineering (Cyber Security),AI23231,Principles of Artificial Intelligence,3,0,2,4,5,LOT,Computer Lab,Computer Science and Engineering (Cyber Security)
640,2023,3,5,ODD,Computer Science and Engineering (Cyber Security),CR23531,Ethical Hacking,3,0,2,4,5,LOT,Computer Lab,Computer Science and Engineering (Cyber Security)
641,2023,3,5,ODD,Computer Science and Engineering (Cyber Security),CR23532,Cyber and Digital Forensics,3,0,2,4,5,LOT,Computer Lab,Computer Science and Engineering (Cyber Security)
642,2023,3,5,ODD,Computer Science and Engineering (Cyber Security),CS23432,Software Construction,3,0,2,4,5,LOT,Computer Lab,Computer Science and Engineering (Cyber Security)
643,2023,3,5,ODD,Computer Science and Engineering (Cyber Security),GE23521,Soft Skills – II,0,0,2,1,2,Laboratory,SoftSkill,Placement
644,2023,3,6,EVEN,Computer Science and Engineering (Cyber Security),CR23611,Cyber Laws and Security Policies,3,0,0,3,3,Theory,,MBA
645,2023,3,6,EVEN,Computer Science and Engineering (Cyber Security),CRPE2,Professional Elective – II,3,0,0,3,3,Professional Elective,,Computer Science and Engineering (Cyber Security)
646,2023,3,6,EVEN,Computer Science and Engineering (Cyber Security),CR23631,Malware Analysis,3,0,2,4,5,LOT,Computer Lab,Computer Science and Engineering (Cyber Security)
647,2023,3,6,EVEN,Computer Science and Engineering (Cyber Security),CR23632,Blockchain Technologies,3,0,2,4,5,LOT,Computer Lab,Computer Science and Engineering (Cyber Security)
648,2023,3,6,EVEN,Computer Science and Engineering (Cyber Security),AI23331,Fundamentals of Machine Learning,3,0,2,4,5,LOT,Computer Lab,Computer Science and Engineering (Cyber Security)
649,2023,3,6,EVEN,Computer Science and Engineering (Cyber Security),CS23621,Mobile Application Development Laboratory,0,0,4,2,4,Laboratory,Computer Lab,Computer Science and Engineering (Cyber Security)
652,2023,4,7,ODD,Computer Science and Engineering (Cyber Security),CRPE3,Professional Elective – III,3,0,0,3,3,Professional Elective,,Computer Science and Engineering (Cyber Security)
653,2023,4,7,ODD,Computer Science and Engineering (Cyber Security),CRPE4,Professional Elective – IV,3,0,0,3,3,Professional Elective,,Computer Science and Engineering (Cyber Security)
654,2023,4,7,ODD,Computer Science and Engineering (Cyber Security),CRPE5,Professional Elective – V,3,0,0,3,3,Professional Elective,,Computer Science and Engineering (Cyber Security)
655,2023,4,7,ODD,Computer Science and Engineering (Cyber Security),OE - 2,Open Elective - II,3,0,0,3,3,Open Elective,,Common Open Elective
656,2023,4,7,ODD,Computer Science and Engineering (Cyber Security),CR23731,Blockchain Development in Hyper ledger Fabric,2,0,2,3,4,LOT,Computer Lab,Computer Science and Engineering (Cyber Security)
657,2023,4,7,ODD,Computer Science and Engineering (Cyber Security),CR23721,Project Work (Phase - I),0,0,6,3,6,Laboratory,Project Hour,Computer Science and Engineering (Cyber Security)
659,2023,4,8,EVEN,Computer Science and Engineering (Cyber Security),CRPE6,Professional Elective – VI,3,0,0,3,3,Professional Elective,,Computer Science and Engineering (Cyber Security)
660,2023,4,8,EVEN,Computer Science and Business Systems,CR23821,Project Work (Phase - II),0,0,12,6,12,Laboratory,Project Hour,Computer Science and Engineering (Cyber Security)
661,2023,1,1,ODD,Computer Science and Business Systems,HS23112,Business Communication and Value Science – I,2,0,0,2,2,Theory,,English
662,2023,1,1,ODD,Computer Science and Business Systems,MA23115,Discrete Mathematics,3,1,0,4,4,Theory,,Mathematics
663,2023,1,1,ODD,Computer Science and Business Systems,MA23114,Probability and Calculus,3,1,0,4,4,Theory,,Mathematics
664,2023,1,1,ODD,Computer Science and Business Systems,GE23117,தமிழர் மரபு /Heritage of Tamils,1,0,0,1,1,Theory,,Computer Science and Business Systems
665,2023,1,1,ODD,Computer Science and Business Systems,CB23131,Fundamentals of Computer Science,2,0,4,4,6,LOT,Computer Lab,Computer Science and Business Systems
666,2023,1,1,ODD,Computer Science and Business Systems,EE23131,Principles of Electrical Engineering,2,0,2,3,4,LOT,Electrical Machines I Lab,Electrical and Electronics Engineering
667,2023,1,1,ODD,Computer Science and Business Systems,PH23133,Physics for Computing Science,3,0,2,4,5,LOT,Physics Lab,Physics
669,2023,1,2,EVEN,Computer Science and Business Systems,MA23211,Linear Algebra,3,1,0,4,4,Theory,,Mathematics
670,2023,1,2,EVEN,Computer Science and Business Systems,BA23212,Fundamentals of Economics,2,0,0,2,2,Theory,,MBA
671,2023,1,2,EVEN,Computer Science and Business Systems,MA23231,Statistical Modeling,3,0,2,4,5,LOT,Computer Lab,Mathematics
672,2023,1,2,EVEN,Computer Science and Business Systems,CB23231,Data Structures &Algorithms,2,1,4,5,7,LOT,Computer Lab,Computer Science and Business Systems
673,2023,1,2,EVEN,Computer Science and Business Systems,EC23242,Principles of Electronics,2,0,2,3,4,LOT,Engineering Practices Lab (Electronics),Electronics and Communication Engineering
674,2023,1,2,EVEN,Computer Science and Business Systems,CS23221,Python Programming Lab,0,0,4,2,4,Laboratory,Computer Lab,Computer Science and Business Systems
675,2023,1,2,EVEN,Computer Science and Business Systems,HS23223,Business Communication & Value Science – II,0,0,4,2,4,Laboratory,,English
676,2023,1,2,EVEN,Computer Science and Business Systems,GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,1,0,0,1,1,Theory,,Computer Science and Business Systems
677,2023,2,3,ODD,Computer Science and Business Systems,CB23311,Formal Language and Automata Theory,3,0,0,3,3,Theory,,Computer Science and Engineering
678,2023,2,3,ODD,Computer Science and Business Systems,CB23312,Computer Organization and Architecture,3,0,0,3,3,Theory,,Computer Science and Business Systems
679,2023,2,3,ODD,Computer Science and Business Systems,CB23331,Computational Statistics,3,0,2,4,5,LOT,Computer Lab,Computer Science and Business Systems
680,2023,2,3,ODD,Computer Science and Business Systems,CB23332,Software Engineering,3,0,2,4,5,LOT,Computer Lab,Computer Science and Business Systems
681,2023,2,3,ODD,Computer Science and Business Systems,CB23333,Database Technology,3,0,2,4,5,LOT,Computer Lab,Computer Science and Engineering
682,2023,2,3,ODD,Computer Science and Business Systems,CS23333,Object Oriented Programming Using JAVA,1,0,6,4,7,LOT,Computer Lab,Computer Science and Business Systems
683,2023,2,3,ODD,Computer Science and Business Systems,MC23313,Environmental Sciences,3,0,0,0,3,Theory,,Chemistry
684,2023,2,4,EVEN,Computer Science and Business Systems,CB23411,"Introduction to Innovation, IP Management and Entrepreneurship",3,0,0,3,3,Theory,,Computer Science and Engineering
685,2023,2,4,EVEN,Computer Science and Business Systems,BA23412,Fundamentals of Management,2,0,0,2,2,Theory,,Computer Science and Business Systems
686,2023,2,4,EVEN,Computer Science and Business Systems,CB23431,Operating System Concepts,3,0,2,4,5,LOT,Computer Lab,Computer Science and Business Systems
687,2023,2,4,EVEN,Computer Science and Business Systems,CB23432,Software Design with UML,2,0,2,3,4,LOT,Computer Lab,Computer Science and Business Systems
688,2023,2,4,EVEN,Computer Science and Business Systems,CB23433,Analysis of Algorithms and Design,2,1,2,4,5,LOT,Computer Lab,Computer Science and Engineering
689,2023,2,4,EVEN,Computer Science and Business Systems,MA23437,Optimization Techniques,3,0,2,4,5,LOT,Computer Lab,Mathematics
690,2023,2,4,EVEN,Computer Science and Business Systems,HS23421,Business Communication and Value Science – III,0,0,4,2,4,Laboratory,,English
691,2023,2,4,EVEN,Computer Science and Business Systems,GE23421,Soft Skills – I,0,0,2,1,2,Laboratory,SoftSkill,Placement
692,2023,3,5,ODD,Computer Science and Business Systems,BA23511,Principles of Financial Management,2,0,0,2,2,Theory,,Computer Science and Engineering
693,2023,3,5,ODD,Computer Science and Business Systems,OE - 1,Open Elective - I,3,0,0,3,3,Open Elective,,Common Open Elective
694,2023,3,5,ODD,Computer Science and Business Systems,CB23531,Computer Network Technology,3,0,2,4,5,LOT,Computer Lab,Computer Science and Business Systems
695,2023,3,5,ODD,Computer Science and Business Systems,CB23532,Artificial Intelligence,3,0,2,4,5,LOT,Computer Lab,Computer Science and Business Systems
696,2023,3,5,ODD,Computer Science and Business Systems,CBPE1,Professional Elective – I,2,1,2,4,5,Professional Elective,Computer Lab,Computer Science and Engineering
697,2023,3,5,ODD,Computer Science and Business Systems,CB23521,Design Thinking for Innovation in Computer Science and Business Systems,1,0,2,2,3,LOT,Project Hour,Computer Science and Business Systems
698,2023,3,5,ODD,Computer Science and Business Systems,GE23521,Soft Skills – II,0,0,2,1,2,Laboratory,SoftSkill,Placement
701,2023,3,6,EVEN,Computer Science and Business Systems,BA23611,Financial and Cost Accounting,2,0,0,2,2,Theory,,MBA
702,2023,3,6,EVEN,Computer Science and Business Systems,BA23612,Business Strategy,2,0,0,2,2,Theory,,MBA
703,2023,3,6,EVEN,Computer Science and Business Systems,CB23631,Machine Learning,2,1,2,4,5,LOT,Computer Lab,Computer Science and Engineering
704,2023,3,6,EVEN,Computer Science and Business Systems,CB23632,"Cloud, Micro services and Application",2,1,2,4,5,LOT,Computer Lab,Computer Science and Business Systems
705,2023,3,6,EVEN,Computer Science and Business Systems,CB23633,Usability Design of Software Applications,2,0,2,3,4,LOT,Computer Lab,Computer Science and Business Systems
706,2023,3,6,EVEN,Computer Science and Business Systems,CBPE2,Professional Elective – II,3,0,2,4,5,Professional Elective,Computer Lab,Computer Science and Business Systems
707,2023,3,6,EVEN,Computer Science and Business Systems,HS23621,Business Communication & Value Science – IV,0,0,4,2,4,Laboratory,,English
710,2023,4,7,ODD,Computer Science and Business Systems,OE - 2,Open Elective - II,3,0,0,3,3,Open Elective,,Common Open Elective
711,2023,4,7,ODD,Computer Science and Business Systems,CB23731,Data Visualization Techniques,2,0,2,3,4,LOT,Computer Lab,Computer Science and Business Systems
712,2023,4,7,ODD,Computer Science and Business Systems,CB23732,IT Project Management,2,0,2,3,4,LOT,Computer Lab,Computer Science and Business Systems
713,2023,4,7,ODD,Computer Science and Business Systems,CBPE3,Professional Elective – III,3,0,0,3,3,Professional Elective,,Computer Science and Business Systems
714,2023,4,7,ODD,Computer Science and Business Systems,CBPE4,Professional Elective – IV,2,1,2,4,5,Professional Elective,Computer Lab,Computer Science and Engineering
715,2023,4,7,ODD,Computer Science and Business Systems,CB23721,Project Evaluation I,0,0,4,2,4,Laboratory,,Computer Science and Business Systems
717,2023,4,8,EVEN,Computer Science and Business Systems,CBPE5,Professional Elective – V,3,0,0,3,3,Professional Elective,Computer Lab,Computer Science and Business Systems
718,2023,4,8,EVEN,Computer Science and Business Systems,CBPE6,Professional Elective – VI,2,0,2,3,4,Professional Elective,Computer Lab,Computer Science and Business Systems
719,2023,4,8,EVEN,Computer Science and Business Systems,CB23821,Project Evaluation II,0,0,16,8,16,Laboratory,,Computer Science and Business Systems
721,2023,1,1,ODD,Electrical and Electronics Engineering,HS23111,Technical Communication -I,2,0,0,2,2,Theory,,English
722,2023,1,1,ODD,Electrical and Electronics Engineering,MA23111,Linear Algebra and Calculus,3,1,0,4,4,Theory,,Mathematics
723,2023,1,1,ODD,Electrical and Electronics Engineering,CY23131,Chemistry For Electronics Engineering,3,0,2,4,5,LOT,Chemistry Lab,Chemistry
724,2023,1,1,ODD,Electrical and Electronics Engineering,GE23131,Programming using C,1,0,6,4,7,LOT,Computer Lab,Computer Science and Engineering
725,2023,1,1,ODD,Electrical and Electronics Engineering,GE23111,Engineering Graphics,2,0,4,4,6,Theory,,Mechanical Engineering
726,2023,1,1,ODD,Electrical and Electronics Engineering,GE23122,Engineering Practices – Electrical and Electronics,0,0,2,1,2,Laboratory,"Engineering Practices Lab (Electronics), Engineering Practices Lab (Electrical)",Electrical and Electronics Engineering
727,2023,1,1,ODD,Electrical and Electronics Engineering,MC23111,Indian Constitution and Freedom Movement,3,0,0,0,3,Theory,,Electrical and Electronics Engineering
728,2023,1,1,ODD,Electrical and Electronics Engineering,GE23117,தமிழர் மரபு /Heritage of Tamils,1,0,0,1,1,Theory,,Electrical and Electronics Engineering
729,2023,1,2,EVEN,Electrical and Electronics Engineering,HS23221/HS23222,Technical Communication II/ English for Professional Competence,0,0,2,1,2,Laboratory,,English
730,2023,1,2,EVEN,Electrical and Electronics Engineering,MA23212,Differential Equations and Complex Variables,3,1,0,4,4,Theory,,Mathematics
731,2023,1,2,EVEN,Electrical and Electronics Engineering,PH23232,Physics for Electronics Engineering,3,0,2,4,5,LOT,Physics Lab,Physics
732,2023,1,2,EVEN,Electrical and Electronics Engineering,CS23231,Data Structures,3,0,4,5,7,LOT,Computer Lab,Computer Science and Engineering
733,2023,1,2,EVEN,Electrical and Electronics Engineering,EE23212,Electric Circuits,3,0,0,3,3,Theory,,Electrical and Electronics Engineering
734,2023,1,2,EVEN,Electrical and Electronics Engineering,EE23221,Electric Circuits Laboratory,0,0,2,1,2,Laboratory,"Electronic Devices & Circuits Lab, Power Electronics Lab",Electrical and Electronics Engineering
735,2023,1,2,EVEN,Electrical and Electronics Engineering,GE23121,Engineering Practices – Civil and Mechanical,0,0,2,1,2,Laboratory,Machine shop - EPL - 1,Mechanical Engineering
736,2023,1,2,EVEN,Electrical and Electronics Engineering,MC23112,Environmental Science and Engineering,3,0,0,0,3,Theory,,Chemistry
737,2023,1,2,EVEN,Electrical and Electronics Engineering,GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,1,0,0,1,1,Theory,,Electrical and Electronics Engineering
738,2023,2,3,ODD,Electrical and Electronics Engineering,MA23312,Fourier series and Number theory,3,1,0,4,4,Theory,,Mathematics
739,2023,2,3,ODD,Electrical and Electronics Engineering,EE23311,Electromagnetic Theory,3,0,0,3,3,Theory,,Electrical and Electronics Engineering
740,2023,2,3,ODD,Electrical and Electronics Engineering,EE23312,Electrical Machines – I,3,0,0,3,3,Theory,,Electrical and Electronics Engineering
741,2023,2,3,ODD,Electrical and Electronics Engineering,EE23313,Measurements and Instrumentation,3,0,0,3,3,Theory,,Electrical and Electronics Engineering
742,2023,2,3,ODD,Electrical and Electronics Engineering,EE23314,Electronic Devices and Circuits,3,0,0,3,3,Theory,,Electrical and Electronics Engineering
743,2023,2,3,ODD,Electrical and Electronics Engineering,EE23315,Power Plant Engineering,3,0,0,3,3,Theory,,Electrical and Electronics Engineering
744,2023,2,3,ODD,Electrical and Electronics Engineering,EE23321,Electronic Devices and Circuits Laboratory,0,0,2,1,,Laboratory,Electronic Devices & Circuits Lab,Electrical and Electronics Engineering
745,2023,2,3,ODD,Electrical and Electronics Engineering,CS23336,Introduction to Python Programming,1,0,4,3,1,LOT,Computer Lab,Electrical and Electronics Engineering
747,2023,2,4,EVEN,Electrical and Electronics Engineering,EE23411,Electrical Machines – II,3,0,0,3,3,Theory,,Electrical and Electronics Engineering
748,2023,2,4,EVEN,Electrical and Electronics Engineering,EE23412,Transmission and Distribution,3,0,0,3,3,Theory,,Electrical and Electronics Engineering
749,2023,2,4,EVEN,Electrical and Electronics Engineering,EE23431,Digital Logic Circuits,3,0,2,4,5,LOT,Power Electronics Lab,Electrical and Electronics Engineering
750,2023,2,4,EVEN,Electrical and Electronics Engineering,EE23432,Linear Integrated Circuits and Applications,3,0,2,4,3,LOT,Electronic Devices & Circuits Lab,Electrical and Electronics Engineering
751,2023,2,4,EVEN,Electrical and Electronics Engineering,OE - 1,Open Elective - I,3,0,0,3,3,Open Elective,,Common Open Elective
752,2023,2,4,EVEN,Electrical and Electronics Engineering,EE23421,Electrical Machines Laboratory,0,0,4,2,4,Laboratory,,Electrical and Electronics Engineering
753,2023,2,4,EVEN,Electrical and Electronics Engineering,GE23327,Soft Skills – I,0,0,2,1,2,Laboratory,SoftSkill,Placement
754,2023,2,4,EVEN,Electrical and Electronics Engineering,CS23422,Python Programming for Machine Learning,0,0,4,2,4,Laboratory,Computer Lab,Electrical and Electronics Engineering
756,2023,3,5,ODD,Electrical and Electronics Engineering,EE23511,Power System Analysis,3,0,0,3,3,Theory,,Electrical and Electronics Engineering
757,2023,3,5,ODD,Electrical and Electronics Engineering,EE23512,Power Electronics,3,0,0,3,3,Theory,,Electrical and Electronics Engineering
758,2023,3,5,ODD,Electrical and Electronics Engineering,EE23513,Control Systems,3,0,0,3,3,Theory,,Electrical and Electronics Engineering
759,2023,3,5,ODD,Electrical and Electronics Engineering,EEPE1,Professional Elective – I,3,0,0,3,3,Professional Elective,,Electrical and Electronics Engineering
760,2023,3,5,ODD,Electrical and Electronics Engineering,EE23531,"Microprocessors, Microcontrollers and Applications",3,0,2,4,5,LOT,Microprocessor and Microcontrollers Lab,Electrical and Electronics Engineering
761,2023,3,5,ODD,Electrical and Electronics Engineering,OE - 2,Open Elective - II,3,0,0,3,3,Open Elective,,Common Open Elective
762,2023,3,5,ODD,Electrical and Electronics Engineering,EE23521,Control and Instrumentation Laboratory,0,0,2,1,2,Laboratory,Power System Simulation Lab,Electrical and Electronics Engineering
763,2023,3,5,ODD,Electrical and Electronics Engineering,EE23522,Innovation and Design Thinking for Electrical Engineers,0,0,4,2,4,Laboratory,Project Hour,Electrical and Electronics Engineering
764,2023,3,5,ODD,Electrical and Electronics Engineering,GE23427,Soft Skills – II,0,0,2,1,2,Laboratory,SoftSkill,Placement
766,2023,3,6,EVEN,Electrical and Electronics Engineering,EE23611,Protection and Switchgear,3,0,0,3,3,Theory,,Electrical and Electronics Engineering
767,2023,3,6,EVEN,Electrical and Electronics Engineering,EE23612,Solid State Drives,3,0,0,3,3,Theory,,Electrical and Electronics Engineering
768,2023,3,6,EVEN,Electrical and Electronics Engineering,EE23613,Electric Energy Utilization and Conservation,3,0,0,3,3,Theory,,Electrical and Electronics Engineering
769,2023,3,6,EVEN,Electrical and Electronics Engineering,EE23631,Applications of IoT in Electrical Engineering,2,0,2,3,4,LOT,Power System Simulation Lab,Electrical and Electronics Engineering
770,2023,3,6,EVEN,Electrical and Electronics Engineering,EEPE2,Professional Elective – II,3,0,0,3,3,Professional Elective,,Electrical and Electronics Engineering
771,2023,3,6,EVEN,Electrical and Electronics Engineering,EEPE3,Professional Elective – III,3,0,0,3,3,Professional Elective,,Electrical and Electronics Engineering
772,2023,3,6,EVEN,Electrical and Electronics Engineering,EE23621,Power Electronics and Drives Laboratory,0,0,2,1,2,Laboratory,Power Electronics Lab,Electrical and Electronics Engineering
773,2023,3,6,EVEN,Electrical and Electronics Engineering,EE23622,Applications of AI and ML in Electrical Engineering,0,0,4,2,4,Laboratory,,Electrical and Electronics Engineering
774,2023,3,6,EVEN,Electrical and Electronics Engineering,GE23627,Problem Solving Techniques,0,0,2,1,2,Laboratory,,Placement
776,2023,4,7,ODD,Electrical and Electronics Engineering,EE23711,Smart Grid,3,0,0,3,3,Theory,,Electrical and Electronics Engineering
777,2023,4,7,ODD,Electrical and Electronics Engineering,EE23712,Power System Operation and Control,3,0,0,3,3,Theory,,Electrical and Electronics Engineering
778,2023,4,7,ODD,Electrical and Electronics Engineering,EE23731,Renewable Energy Systems,3,0,2,4,5,LOT,Power System Simulation Lab,Electrical and Electronics Engineering
779,2023,4,7,ODD,Electrical and Electronics Engineering,EEPE4,Professional Elective – IV,3,0,0,3,3,Professional Elective,,Electrical and Electronics Engineering
780,2023,4,7,ODD,Electrical and Electronics Engineering,EE23721,Power System Simulation Laboratory,0,0,4,2,4,Laboratory,,Electrical and Electronics Engineering
781,2023,4,7,ODD,Electrical and Electronics Engineering,EE23722,Project ( Phase-I ),0,0,8,4,8,Laboratory,Project Hour,Electrical and Electronics Engineering
784,2023,4,8,EVEN,Electrical and Electronics Engineering,EEPE5,Professional Elective – V,3,0,0,3,3,Professional Elective,,Electrical and Electronics Engineering
785,2023,4,8,EVEN,Electrical and Electronics Engineering,EEPE6,Professional Elective – VI,3,0,0,3,3,Professional Elective,,Electrical and Electronics Engineering
786,2023,4,8,EVEN,Electrical and Electronics Engineering,EE23821,Project Work (Phase - II),0,0,12,6,12,Laboratory,Project Hour,Electrical and Electronics Engineering
787,2023,1,1,ODD,Electronics and Communication Engineering,HS23111,Technical Communication -I,2,0,0,2,2,Theory,,English
788,2023,1,1,ODD,Electronics and Communication Engineering,GE23117,தமிழர் மரபு /Heritage of Tamils,1,0,0,1,1,Theory,,Electronics and Communication Engineering
789,2023,1,1,ODD,Electronics and Communication Engineering,MA23111,Linear Algebra and Calculus,3,1,0,4,4,Theory,,Mathematics
790,2023,1,1,ODD,Electronics and Communication Engineering,EC23131,Electron Devices,3,0,2,4,5,LOT,,Electronics and Communication Engineering
791,2023,1,1,ODD,Electronics and Communication Engineering,CY23131,Chemistry For Electronics Engineering,3,0,2,4,5,LOT,Chemistry Lab,Chemistry
792,2023,1,1,ODD,Electronics and Communication Engineering,GE23131,Programming using C,1,0,6,4,7,LOT,Computer Lab,Computer Science and Engineering
793,2023,1,1,ODD,Electronics and Communication Engineering,GE23122,Engineering Practices – Electrical and Electronics,0,0,2,1,2,Laboratory,"Engineering Practices Lab (Electronics), Engineering Practices Lab (Electrical)",Electronics and Communication Engineering
794,2023,1,1,ODD,Electronics and Communication Engineering,MC23111,Indian Constitution and Freedom Movement,3,0,0,0,3,Theory,,English
795,2023,1,2,EVEN,Electronics and Communication Engineering,MA23212,Differential Equations and Complex Variables,3,1,0,4,4,Theory,,Mathematics
796,2023,1,2,EVEN,Electronics and Communication Engineering,GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,1,0,0,1,1,Theory,,Electronics and Communication Engineering
797,2023,1,2,EVEN,Electronics and Communication Engineering,EE23132,Basic Electrical Engineering,3,0,2,4,5,LOT,Electrical Machines I Lab,Electrical and Electronics Engineering
798,2023,1,2,EVEN,Electronics and Communication Engineering,PH23232,Physics for Electronics Engineering,3,0,2,4,5,LOT,Physics Lab,Physics
799,2023,1,2,EVEN,Electronics and Communication Engineering,CS23231,Data Structures,3,0,4,5,7,LOT,Computer Lab,Computer Science and Engineering
800,2023,1,2,EVEN,Electronics and Communication Engineering,GE23111,Engineering Graphics,2,0,4,4,6,Theory,,Mechanical Engineering
801,2023,1,2,EVEN,Electronics and Communication Engineering,GE23121,Engineering Practices – Civil and Mechanical,0,0,2,1,2,Laboratory,"Engineering Practices Lab (Electrical), Engineering Practices Lab (Electronics)",Mechanical Engineering
802,2023,1,2,EVEN,Electronics and Communication Engineering,HS23221/HS23222,Technical Communication II/ English for Professional Competence,0,0,2,1,2,Laboratory,,English
803,2023,1,2,EVEN,Electronics and Communication Engineering,MC23112,Environmental Science and Engineering,3,0,0,0,3,Theory,,Chemistry
804,2023,2,3,ODD,Electronics and Communication Engineering,MA23312,Fourier series and Number theory,3,1,0,4,4,Theory,,Mathematics
805,2023,2,3,ODD,Electronics and Communication Engineering,EC23311,Analog Circuits –I,3,0,0,3,3,Theory,,Electronics and Communication Engineering
806,2023,2,3,ODD,Electronics and Communication Engineering,EC23312,Electromagnetic Fields,3,0,0,3,3,Theory,,Electronics and Communication Engineering
807,2023,2,3,ODD,Electronics and Communication Engineering,EC23313,Digital Principles and System Design,3,0,0,3,3,Theory,,Electronics and Communication Engineering
808,2023,2,3,ODD,Electronics and Communication Engineering,EC23331,Microprocessors and Microcontrollers,3,0,2,4,5,LOT,Microprocessor and Microcontrollers Lab,Electronics and Communication Engineering
809,2023,2,3,ODD,Electronics and Communication Engineering,CS23336,Introduction to Python Programming,1,0,4,3,5,LOT,Computer Lab,Computer Science and Engineering
810,2023,2,3,ODD,Electronics and Communication Engineering,EC23321,Analog and Digital Circuits Laboratory,0,0,4,2,4,Laboratory,"Basic electronics lab-1, Digital Lab-1",Electronics and Communication Engineering
812,2023,2,4,EVEN,Electronics and Communication Engineering,EC23411,Signals and Systems,3,0,0,3,3,Theory,,Electronics and Communication Engineering
813,2023,2,4,EVEN,Electronics and Communication Engineering,EC23412,Transmission Lines and Waveguides,3,0,0,3,3,Theory,,Electronics and Communication Engineering
814,2023,2,4,EVEN,Electronics and Communication Engineering,EC23413,Communication Theory,3,0,0,3,3,Theory,,Electronics and Communication Engineering
815,2023,2,4,EVEN,Electronics and Communication Engineering,EC23431,Analog Circuits-II,3,0,2,4,5,LOT,LIC Lab,Electronics and Communication Engineering
816,2023,2,4,EVEN,Electronics and Communication Engineering,MA23436,Probability and Random Processes,3,0,2,4,5,LOT,Computer Lab,Mathematics
817,2023,2,4,EVEN,Electronics and Communication Engineering,GE23327,Soft Skills – I,0,0,2,1,2,Laboratory,SoftSkill,Placement
818,2023,2,4,EVEN,Electronics and Communication Engineering,CS23422,Python Programming for Machine Learning,0,0,4,2,4,Laboratory,DSP Lab,Computer Science and Engineering
820,2023,3,5,ODD,Electronics and Communication Engineering,EC23511,Control System Engineering,2,1,0,3,3,Theory,,Electronics and Communication Engineering
821,2023,3,5,ODD,Electronics and Communication Engineering,EC23512,Modern Digital Communication,3,0,0,3,3,Theory,,Electronics and Communication Engineering
822,2023,3,5,ODD,Electronics and Communication Engineering,OE - 1,Open Elective - I,3,0,0,3,3,Open Elective,,Common Open Elective
823,2023,3,5,ODD,Electronics and Communication Engineering,ECPE1,Professional Elective – I,3,0,0,3,3,Professional Elective,,Electronics and Communication Engineering
824,2023,3,5,ODD,Electronics and Communication Engineering,ECPE2,Professional Elective – II,3,0,0,3,3,Professional Elective,,Electronics and Communication Engineering
825,2023,3,5,ODD,Electronics and Communication Engineering,EC23531,Digital Signal Processing,2,1,2,4,5,LOT,DSP Lab,Electronics and Communication Engineering
826,2023,3,5,ODD,Electronics and Communication Engineering,EC23521,Communication Systems Laboratory,0,0,4,2,4,Laboratory,Computer Lab,Electronics and Communication Engineering
827,2023,3,5,ODD,Electronics and Communication Engineering,EC23522,Industrial Internship,0,0,2,1,2,Laboratory,,Electronics and Communication Engineering
828,2023,3,5,ODD,Electronics and Communication Engineering,GE23427,Soft Skills – II,0,0,2,1,2,Laboratory,SoftSkill,Placement
829,2023,3,6,EVEN,Electronics and Communication Engineering,EC23611,Antenna Theory and Wave Propagation,3,0,0,3,3,Theory,,Electronics and Communication Engineering
830,2023,3,6,EVEN,Electronics and Communication Engineering,OE - 2,Open Elective - II,0,0,6,3,6,Open Elective,,Common Open Elective
831,2023,3,6,EVEN,Electronics and Communication Engineering,EC23631,VLSI and Chip Design,3,0,2,4,5,LOT,VLSI Lab,Electronics and Communication Engineering
832,2023,3,6,EVEN,Electronics and Communication Engineering,EC23632,Communication Networks,3,0,2,4,5,LOT,Computer Lab,Electronics and Communication Engineering
